Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Broadband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,Fluorescent Narrowband,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,High Intensity Discharge,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,Incandescent/Filament,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Hybrid,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Mixed,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,LED Phosphor,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Mathematical,Other,Other,Other,Other,Other
CIE F1,CIE F2,CIE F3,CIE F4,CIE F5,CIE F6,CIE F7,CIE F8,CIE F9,CIE F10,CIE F11,CIE F12,F32T8/930,F32T8/950,F34T12/CW/RS/EW,F34T12/LW/RS/EW,F34T12/WW/RS/EW,F40T12/C50 (1),F40T12/C50 (2),F40T12/C75 (1),F40T12/C75 (2),F40T12/CWX (1),F40T12/CWX (2),F40T12/DX (1),F40T12/DX (2),F40T12/DXTP (1),F40T12/DXTP (2),F40T12/N (1),F40T12/N (2),F32T8/730,F32T8/735,F32T8/741,F32T8/750,F32T8/830 (1),F32T8/830 (2),F32T8/830 (3),F32T8/835 (1),F32T8/835 (2),F32T8/835 (3),F32T8/841 (1),F32T8/841 (2),F32T8/841 (3),F32T8/850 (1),F32T8/850 (2),F32T8/850 (3),F32T8/865 (1),F32T8/865 (2),F40T12/30U,F40T12/35U,F40T12/41U,F40T12/50U,Modified Triphosphor (Duv= +0.000),Modified Triphosphor (Duv= +0.006),Modified Triphosphor (Duv= +0.01),Modified Triphosphor (Duv= -0.005),C100S54 (1) - HPS Standard,C100S54 (2) - HPS Standard,C100S54C (1) - HPS Deluxe,C100S54C (2) - HPS Deluxe,SDW-T 100W/LV - Super HPS,SDW-T 100W/LV - Super HPS,CDM 830 (1) - Metal Halide,CDM 830 (2) - Metal Halide,CDM 830 (3) - Metal Halide,CDM 940 (1) - Metal Halide,CDM 940 (2) - Metal Halide,MH100W - Metal Halide,MHC100/U/MP/3K - Metal Halide,MHC100/U/MP/4K - Metal Halide,MHC100UMP3K - Metal Halide,MHC100UMP4K - Metal Halide,H38HT-100 (1) - Mercury,H38HT-100 (2) - Mercury,H38JA-100/DX (1) - Mercury,H38JA-100/DX (2) - Mercury,Halogen (1),Halogen (2),Halogen (3),Halogen MR16 (1),Halogen MR16 (2),Halogen MR16 (3),Incandescent (60WA19),Incandescent (75WA19 Halogena),Incandescent (75WA19 Neodymium),Incandescent (75WA19 Rough House),Incandescent (75WA19 Softer White),Krypton Incandescent,Neodymium Incandescent,Filtered Halogen,LED Hybrid Blue Pump (1),LED Hybrid Blue Pump (2),LED Hybrid Blue Pump (3),LED Hybrid Blue Pump (4),LED Hybrid Blue Pump (5),LED Hybrid Blue Pump (6),LED Hybrid Blue Pump (7),LED Hybrid Blue Pump (8),LED Hybrid Blue Pump (9),LED Hybrid Blue Pump (10),LED Hybrid Blue Pump (11),LED Hybrid Blue Pump (12),LED Hybrid Blue Pump (13),LED Hybrid Violet Pump (1),LED Hybrid Violet Pump (2),RGB (445/500/640),RGB (445/500/640),RGB (445/515/640),RGB (445/520/640),RGB (450/525/625) 3K,RGB (450/525/625) 4K,RGB (450/530/645),RGB (455/530/615),RGB (455/534/616),RGB (455/547/623),RGB (457/540/605),RGB (460/525/625),RGB (460/540/620),RGB (464/538/613),RGB (464/546/620),RGB (464/562/626),RGB (465/525/630),RGB (465/530/620),RGB (465/535/590),RGB (465/546/614),RGB (466/538/603),RGB (467/548/616),RGB (470/525/630),RGB (470/530/635),RGB (472/550/603),RGB (473/545/616),RGB (474/545/616) Duv=+0.006 ,RGB (474/545/616) Duv=+0.01 ,RGB (474/545/616) Duv=0.000 ,RGB (474/545/616) Duv=-0.006 ,RGB (475/515/630),RGB (475/545/615),RGBA (445/495/555/615),RGBA (445/495/555/615),RGBA (445/505/590/640),RGBA (445/505/595/640),RGBA (445/520/595/640),RGBA (447/512/573/627),RGBA (450/525/580/625),RGBA (450/525/600/650),RGBA (455/530/590/635) 3K,RGBA (455/530/590/635) 3K-A,RGBA (455/530/590/635) 3K-B,RGBA (455/530/590/635) 3K-C,RGBA (455/530/590/635) 3K-D,RGBA (455/530/590/635) 3K-E,RGBA (455/530/590/635) 3K-F,RGBA (455/530/590/635) 3K-G,RGBA (455/530/590/635) 3K-H,RGBA (455/530/590/635) 3K-I,RGBA (455/530/590/635) 4K,RGBA (455/530/590/635) 4K-A,RGBA (455/530/590/635) 4K-B,RGBA (455/530/590/635) 4K-C,RGBA (455/530/590/635) 4K-D,RGBA (455/530/590/635) 4K-E,RGBA (455/530/590/635) 4K-F,RGBA (455/530/590/635) 4K-G,RGBA (455/530/590/635) 4K-H,RGBA (455/530/590/635) 4K-I,RGBA (460/530/575/625),RGBA (461/526/576/624),RGBA (470/520/595/635) - 27K,RGBA (470/520/595/635) - 65K,LED Phosphor Blue Pump (01),LED Phosphor Blue Pump (02),LED Phosphor Blue Pump (03),LED Phosphor Blue Pump (04),LED Phosphor Blue Pump (05),LED Phosphor Blue Pump (06),LED Phosphor Blue Pump (07),LED Phosphor Blue Pump (08),LED Phosphor Blue Pump (09),LED Phosphor Blue Pump (10),LED Phosphor Blue Pump (11),LED Phosphor Blue Pump (12),LED Phosphor Blue Pump (13),LED Phosphor Blue Pump (14),LED Phosphor Blue Pump (15),LED Phosphor Blue Pump (16),LED Phosphor Blue Pump (17),LED Phosphor Blue Pump (18),LED Phosphor Blue Pump (19),LED Phosphor Blue Pump (20),LED Phosphor Blue Pump (21),LED Phosphor Blue Pump (22),LED Phosphor Blue Pump (23),LED Phosphor Blue Pump (24),LED Phosphor Blue Pump (25),LED Phosphor Blue Pump (26),LED Phosphor Blue Pump (27),LED Phosphor Blue Pump (28),LED Phosphor Blue Pump (29),LED Phosphor Blue Pump (30),LED Phosphor Blue Pump (31),LED Phosphor Blue Pump (32),LED Phosphor Blue Pump (33),LED Phosphor Blue Pump (34),LED Phosphor Blue Pump (35),LED Phosphor Blue Pump (36),LED Phosphor Blue Pump (37),LED Phosphor Blue Pump (38),LED Phosphor Blue Pump (39),LED Phosphor Blue Pump (40),LED Phosphor Blue Pump (41),LED Phosphor Blue Pump (42),LED Phosphor Blue Pump (43),LED Phosphor Blue Pump (44),LED Phosphor Blue Pump (45),LED Phosphor Blue Pump (46),LED Phosphor Blue Pump (47),LED Phosphor Blue Pump (48),LED Phosphor Blue Pump (49),LED Phosphor Blue Pump (50),LED Phosphor Blue Pump (51),LED Phosphor Blue Pump (52),LED Phosphor Blue Pump (53),LED Phosphor Blue Pump (54),LED Phosphor Blue Pump (55),LED Phosphor Blue Pump (56),LED Phosphor Blue Pump (57),LED Phosphor Blue Pump (58),LED Phosphor Blue Pump (59),LED Phosphor Blue Pump (60),LED Phosphor Blue Pump (61),LED Phosphor Blue Pump (62),LED Phosphor Blue Pump (63),LED Phosphor Blue Pump (64),LED Phosphor Blue Pump (65),LED Phosphor Blue Pump (66),LED Phosphor Blue Pump (67),LED Phosphor Blue Pump (68),LED Phosphor Blue Pump (69),LED Phosphor Blue Pump (70),LED Phosphor Blue Pump (71),LED Phosphor Blue Pump (72),LED Phosphor Blue Pump (73),LED Phosphor Blue Pump (74),LED Phosphor Blue Pump (75),LED Phosphor Blue Pump (76),LED Phosphor Blue Pump (77),LED Phosphor Blue Pump (78),LED Phosphor Blue Pump (79),LED Phosphor Blue Pump (80),LED Phosphor Blue Pump (81),LED Phosphor Blue Pump (82),LED Phosphor Blue Pump (83),LED Phosphor Blue Pump (84),LED Phosphor Blue Pump (85),LED Phosphor Blue Pump (86),LED Phosphor Blue Pump (87),LED Phosphor Blue Pump (88),LED Phosphor Blue Pump (89),LED Phosphor Blue Pump (90),LED Phosphor Blue Pump (91),LED Phosphor Blue Pump (92),LED Phosphor Blue Pump (93),LED Phosphor Blue Pump (94),LED Phosphor Blue Pump (95),LED Phosphor Blue Pump (96),LED Phosphor Blue Pump (97),LED Phosphor Blue Pump (98),LED Phosphor Blue Pump (99),LED Phosphor Blue Pump (100),LED Phosphor Blue Pump (101),LED Phosphor Blue Pump (102),LED Phosphor Blue Pump (103),LED Phosphor Blue Pump (104),LED Phosphor Blue Pump (105),LED Phosphor Blue Pump (106),LED Phosphor Blue Pump (107),LED Phosphor Blue Pump (108),LED Phosphor Blue Pump (109),LED Phosphor Blue Pump (110),LED Phosphor Blue Pump (111),LED Phosphor Blue Pump (112),LED Phosphor Blue Pump (113),LED Phosphor Blue Pump (114),LED Phosphor Blue Pump (115),LED Phosphor Blue Pump (116),LED Phosphor Blue Pump (117),LED Phosphor Blue Pump (118),LED Phosphor Blue Pump (119),LED Phosphor Blue Pump (120),LED Phosphor Blue Pump (121),LED Phosphor Blue Pump (122),LED Phosphor Blue Pump (123),LED Phosphor Blue Pump (124),LED Phosphor Blue Pump (125),LED Phosphor Violet Pump (1),LED Phosphor Violet Pump (2),LED Phosphor Violet Pump (3),LED Phosphor Violet Pump (4),CIE D Series 5000 K,CIE D Series 5500 K,CIE D Series 6000 K,CIE D Series 6500 K,CIE D Series 7000 K,CIE D Series 7500 K,CIE D Series 8000 K,Mixed Reference 5000 K ,Planckian Radiation 2000 K ,Planckian Radiation 2500 K,Planckian Radiation 2700 K,Planckian Radiation 3000 K,Planckian Radiation 3500 K,Planckian Radiation 4000 K,Planckian Radiation 4500 K,Planckian Radiation 4999 K,Equal Energy,Ideal Prime Color,Plasma,Tri-band Gaussian,Tri-band Gaussian
